,datetime_utc,rh,temp,wd,ws,pm25,wind_u,wind_v,hour,hour_sin,hour_cos,pm_lag1,pm_lag2,pm_lag3,pm_lag6
6,2025-01-02 06:00:00+00:00,61.27166666666667,3.978333333333333,288.68,4.513833333333333,0.04515,4.276054230740407,-1.4457010676063633,6,1.0,6.123233995736766e-17,0.040766666666666666,0.04915,0.033749999999999995,0.09683333333333333
7,2025-01-02 07:00:00+00:00,57.641666666666666,3.725,289.245,5.204833333333334,0.0523,4.913975732192345,-1.715556041405378,7,0.9659258262890683,-0.25881904510252063,0.04515,0.040766666666666666,0.04915,0.05063333333333333
8,2025-01-02 08:00:00+00:00,53.13666666666666,3.6566666666666667,294.89833333333337,5.591833333333333,0.05226666666666667,5.07210743738686,-2.3542145550868283,8,0.8660254037844387,-0.49999999999999983,0.0523,0.04515,0.040766666666666666,0.04741666666666667
9,2025-01-02 09:00:00+00:00,50.99666666666667,3.4916666666666667,291.1316666666667,4.624833333333333,0.054683333333333334,4.31383376383062,-1.6673096950315074,9,0.7071067811865476,-0.7071067811865475,0.05226666666666667,0.0523,0.04515,0.033749999999999995
10,2025-01-02 10:00:00+00:00,50.644999999999996,3.4866666666666664,284.775,4.678333333333333,0.06186666666666667,4.523643099239027,-1.1930867061889971,10,0.49999999999999994,-0.8660254037844387,0.054683333333333334,0.05226666666666667,0.0523,0.04915
11,2025-01-02 11:00:00+00:00,49.46,3.671666666666667,287.0416666666667,5.684666666666667,0.062283333333333336,5.435063665561399,-1.66598861412838,11,0.258819045102521,-0.9659258262890682,0.06186666666666667,0.054683333333333334,0.05226666666666667,0.040766666666666666
12,2025-01-02 12:00:00+00:00,50.98166666666667,4.005,279.18,4.964333333333333,0.07586666666666667,4.900750221474948,-0.7919928731735504,12,1.2246467991473532e-16,-1.0,0.062283333333333336,0.06186666666666667,0.054683333333333334,0.04515
13,2025-01-02 13:00:00+00:00,47.48833333333334,5.693333333333333,283.78333333333336,5.708166666666667,0.07016666666666667,5.54379216100909,-1.3599761652244526,13,-0.2588190451025208,-0.9659258262890683,0.07586666666666667,0.062283333333333336,0.06186666666666667,0.0523
14,2025-01-02 14:00:00+00:00,38.60666666666667,7.1466666666666665,292.69166666666666,6.300833333333333,0.07586666666666667,5.813112335485638,-2.430684197807103,14,-0.4999999999999998,-0.8660254037844388,0.07016666666666667,0.07586666666666667,0.062283333333333336,0.05226666666666667
15,2025-01-02 15:00:00+00:00,34.218333333333334,8.063333333333334,296.52000000000004,7.104333333333333,0.07146666666666666,6.356805111848364,-3.172157133732441,15,-0.7071067811865471,-0.7071067811865479,0.07586666666666667,0.07016666666666667,0.07586666666666667,0.054683333333333334
16,2025-01-02 16:00:00+00:00,30.23,8.828333333333335,306.75333333333333,7.347166666666666,0.061483333333333334,5.886689545816962,-4.39633304231459,16,-0.8660254037844384,-0.5000000000000004,0.07146666666666666,0.07586666666666667,0.07016666666666667,0.06186666666666667
17,2025-01-02 17:00:00+00:00,30.986666666666668,8.92,306.4583333333333,7.406166666666667,0.06746666666666666,5.956699977133943,-4.401026025469167,17,-0.9659258262890683,-0.25881904510252063,0.061483333333333334,0.07146666666666666,0.07586666666666667,0.062283333333333336
18,2025-01-02 18:00:00+00:00,34.71666666666667,8.465,292.4316666666667,6.1925,0.7893666666666667,5.723946218582908,-2.3629422203622394,18,-1.0,-1.8369701987210297e-16,0.06746666666666666,0.061483333333333334,0.07146666666666666,0.07586666666666667
19,2025-01-02 19:00:00+00:00,39.830000000000005,8.4,303.94666666666666,7.049499999999999,0.24401666666666666,5.847967243741265,-3.936588544174914,19,-0.9659258262890684,0.2588190451025203,0.7893666666666667,0.06746666666666666,0.061483333333333334,0.07016666666666667
20,2025-01-02 20:00:00+00:00,43.015,6.985,302.04,5.131666666666666,0.07936666666666667,4.350000608676616,-2.7224065608007253,20,-0.8660254037844386,0.5000000000000001,0.24401666666666666,0.7893666666666667,0.06746666666666666,0.07586666666666667
21,2025-01-02 21:00:00+00:00,41.77333333333333,5.383333333333334,296.995,4.119,0.09636666666666667,3.6702190462962583,-1.869666588513627,21,-0.7071067811865477,0.7071067811865474,0.07936666666666667,0.24401666666666666,0.7893666666666667,0.07146666666666666
22,2025-01-02 22:00:00+00:00,39.46333333333334,4.895,284.0733333333334,3.618333333333333,0.1761,3.509730121437172,-0.8798469104268785,22,-0.5000000000000004,0.8660254037844384,0.09636666666666667,0.07936666666666667,0.24401666666666666,0.061483333333333334
23,2025-01-02 23:00:00+00:00,40.15,4.701666666666667,279.01,4.011333333333334,0.10593333333333334,3.9618375819378704,-0.6282022647649431,23,-0.25881904510252157,0.9659258262890681,0.1761,0.09636666666666667,0.07936666666666667,0.06746666666666666
24,2025-01-03 00:00:00+00:00,40.55,4.0200000000000005,289.68,5.0335,0.2687833333333333,4.739483982697634,-1.6951146945715994,0,0.0,1.0,0.10593333333333334,0.1761,0.09636666666666667,0.7893666666666667
25,2025-01-03 01:00:00+00:00,40.733333333333334,3.3116666666666665,273.7183333333333,4.1611666666666665,0.22943333333333332,4.152407070992031,-0.269858378697341,1,0.25881904510252074,0.9659258262890683,0.2687833333333333,0.10593333333333334,0.1761,0.24401666666666666
26,2025-01-03 02:00:00+00:00,45.68,2.5983333333333336,260.87166666666667,4.656333333333333,0.32530000000000003,4.597363084748748,0.7387102125330239,2,0.49999999999999994,0.8660254037844387,0.22943333333333332,0.2687833333333333,0.10593333333333334,0.07936666666666667
27,2025-01-03 03:00:00+00:00,49.90833333333333,1.8716666666666666,264.275,4.558666666666666,0.46188333333333337,4.535928670186595,0.45474484797196324,3,0.7071067811865475,0.7071067811865476,0.32530000000000003,0.22943333333333332,0.2687833333333333,0.09636666666666667
28,2025-01-03 04:00:00+00:00,51.85666666666667,1.4400000000000002,264.92333333333335,4.374333333333333,0.5662,4.357173630461336,0.3870788874680419,4,0.8660254037844386,0.5000000000000001,0.46188333333333337,0.32530000000000003,0.22943333333333332,0.1761
29,2025-01-03 05:00:00+00:00,51.943333333333335,1.0799999999999998,264.4583333333333,4.4135,0.65855,4.392872334499156,0.4262099280776226,5,0.9659258262890683,0.25881904510252074,0.5662,0.46188333333333337,0.32530000000000003,0.10593333333333334
30,2025-01-03 06:00:00+00:00,50.68333333333333,0.9283333333333333,264.845,4.8515,0.5654333333333333,4.831877012368518,0.43590915033373634,6,1.0,6.123233995736766e-17,0.65855,0.5662,0.46188333333333337,0.2687833333333333
31,2025-01-03 07:00:00+00:00,48.16833333333333,1.06,258.365,5.0705,0.42901666666666666,4.966312559227758,1.022599537481137,7,0.9659258262890683,-0.25881904510252063,0.5654333333333333,0.65855,0.5662,0.22943333333333332
32,2025-01-03 08:00:00+00:00,46.416666666666664,1.255,257.99833333333333,4.276166666666667,0.2351,4.182696301714512,0.889186711964847,8,0.8660254037844387,-0.49999999999999983,0.42901666666666666,0.5654333333333333,0.65855,0.32530000000000003
33,2025-01-03 09:00:00+00:00,45.425,1.3733333333333333,254.935,5.0815,0.2623,4.906856893496084,1.3207564789733066,9,0.7071067811865476,-0.7071067811865475,0.2351,0.42901666666666666,0.5654333333333333,0.46188333333333337
34,2025-01-03 10:00:00+00:00,45.10666666666667,1.2833333333333334,267.95166666666665,4.126,0.18355,4.1233636141463785,0.14747374523526482,10,0.49999999999999994,-0.8660254037844387,0.2623,0.2351,0.42901666666666666,0.5662
35,2025-01-03 11:00:00+00:00,45.56666666666667,1.1883333333333332,259.07,3.941333333333333,0.14456666666666665,3.869835843828466,0.7473145162947583,11,0.258819045102521,-0.9659258262890682,0.18355,0.2623,0.2351,0.65855
36,2025-01-03 12:00:00+00:00,45.9,1.06,253.58166666666665,4.6925,0.19298333333333334,4.501156661590291,1.3263276208468804,12,1.2246467991473532e-16,-1.0,0.14456666666666665,0.18355,0.2623,0.5654333333333333
37,2025-01-03 13:00:00+00:00,42.575,2.2233333333333336,254.85333333333335,5.213166666666667,0.24181666666666668,5.032061950690782,1.3621524213003962,13,-0.2588190451025208,-0.9659258262890683,0.19298333333333334,0.14456666666666665,0.18355,0.42901666666666666
38,2025-01-03 14:00:00+00:00,37.21666666666667,4.180000000000001,265.56166666666667,5.673166666666666,0.3190166666666666,5.656153978787735,0.4390241405907492,14,-0.4999999999999998,-0.8660254037844388,0.24181666666666668,0.19298333333333334,0.14456666666666665,0.2351
39,2025-01-03 15:00:00+00:00,33.67,5.506666666666666,281.98499999999996,5.494666666666666,0.26571666666666666,5.374893913688199,-1.140998332328023,15,-0.7071067811865471,-0.7071067811865479,0.3190166666666666,0.24181666666666668,0.19298333333333334,0.2623
40,2025-01-03 16:00:00+00:00,31.086666666666666,6.415,273.3666666666667,6.04,0.2101,6.029575938705563,-0.3547026915360516,16,-0.8660254037844384,-0.5000000000000004,0.26571666666666666,0.3190166666666666,0.24181666666666668,0.18355
41,2025-01-03 17:00:00+00:00,29.123333333333335,7.028333333333333,281.6933333333333,5.2620000000000005,0.13035,5.152794553465564,-1.0664672005156195,17,-0.9659258262890683,-0.25881904510252063,0.2101,0.26571666666666666,0.3190166666666666,0.14456666666666665
42,2025-01-03 18:00:00+00:00,28.738333333333333,6.988333333333333,283.4266666666666,5.790000000000001,0.18835,5.631747213267673,-1.3444416409245188,18,-1.0,-1.8369701987210297e-16,0.13035,0.2101,0.26571666666666666,0.19298333333333334
43,2025-01-03 19:00:00+00:00,28.853333333333335,7.028333333333333,279.325,4.652333333333333,0.5389,4.590853257755897,-0.7538380530302977,19,-0.9659258262890684,0.2588190451025203,0.18835,0.13035,0.2101,0.24181666666666668
44,2025-01-03 20:00:00+00:00,30.403333333333332,6.02,285.6633333333333,4.250166666666667,0.51565,4.092335542287843,-1.1474783238789785,20,-0.8660254037844386,0.5000000000000001,0.5389,0.18835,0.13035,0.3190166666666666
45,2025-01-03 21:00:00+00:00,35.888333333333335,3.4949999999999997,286.8666666666667,2.807166666666667,0.47633333333333333,2.686409503166706,-0.8144867560249575,21,-0.7071067811865477,0.7071067811865474,0.51565,0.5389,0.18835,0.26571666666666666
46,2025-01-03 22:00:00+00:00,40.55833333333333,1.7983333333333333,271.195,2.1163333333333334,0.6522166666666667,2.1158730461531783,-0.044136496692056604,22,-0.5000000000000004,0.8660254037844384,0.47633333333333333,0.51565,0.5389,0.2101
47,2025-01-03 23:00:00+00:00,44.61333333333334,1.1083333333333334,252.30333333333334,2.525,0.9474166666666667,2.405514898108853,0.767543532951945,23,-0.25881904510252157,0.9659258262890681,0.6522166666666667,0.47633333333333333,0.51565,0.13035
48,2025-01-04 00:00:00+00:00,50.08166666666667,0.10833333333333334,238.85166666666666,2.0403333333333333,1.7194333333333334,1.7461806087431793,1.0553735797149797,0,0.0,1.0,0.9474166666666667,0.6522166666666667,0.47633333333333333,0.18835
49,2025-01-04 01:00:00+00:00,53.54333333333333,-0.475,239.38166666666666,2.33,1.55325,2.0051493062222443,1.1867081611569261,1,0.25881904510252074,0.9659258262890683,1.7194333333333334,0.9474166666666667,0.6522166666666667,0.5389
50,2025-01-04 02:00:00+00:00,56.62833333333333,-1.0450000000000002,255.92333333333332,1.8578333333333332,1.21545,1.8020447264532367,0.4518622558994312,2,0.49999999999999994,0.8660254037844387,1.55325,1.7194333333333334,0.9474166666666667,0.51565
51,2025-01-04 03:00:00+00:00,55.906666666666666,-1.1366666666666667,254.79166666666666,2.6751666666666667,1.1888166666666666,2.5814779170322772,0.7017752192256005,3,0.7071067811865475,0.7071067811865476,1.21545,1.55325,1.7194333333333334,0.47633333333333333
52,2025-01-04 04:00:00+00:00,52.63666666666666,-1.4166666666666667,264.60333333333335,2.0221666666666667,0.5673499999999999,2.0132032873765255,0.19018557115125284,4,0.8660254037844386,0.5000000000000001,1.1888166666666666,1.21545,1.55325,0.6522166666666667
53,2025-01-04 05:00:00+00:00,51.059999999999995,-1.5283333333333333,294.77666666666664,2.604833333333333,0.47928333333333334,2.365053794603518,-1.0916397038748367,5,0.9659258262890683,0.25881904510252074,0.5673499999999999,1.1888166666666666,1.21545,0.9474166666666667
54,2025-01-04 06:00:00+00:00,50.62833333333333,-1.555,308.825,3.005333333333333,0.35200000000000004,2.3413484603643875,-1.8841751064043266,6,1.0,6.123233995736766e-17,0.47928333333333334,0.5673499999999999,1.1888166666666666,1.7194333333333334
